"from","to","relation","date"
"89501156330","30422525320","SIBLING","1995-11-10"
"68457066061","46730468386","SPOUSE","1974-08-30"
"46730468386","68457066061","SPOUSE","1974-08-30"
"77132792314","87179915573","PARENT","1973-10-06"
"87179915573","77132792314","OFFSPRING","1973-10-06"
"21840356076","99015504057","SPOUSE","1993-05-16"
"99015504057","21840356076","SPOUSE","1993-05-16"
"76465777888","85113697370","SPOUSE","2014-03-14"
"85113697370","76465777888","SPOUSE","2014-03-14"
"87118262521","18536238376","PARENT","1992-02-09"
"18536238376","87118262521","OFFSPRING","1992-02-09"
"87118262521","87474057898","SPOUSE","1974-12-06"
"87474057898","87118262521","SPOUSE","1974-12-06"
"10969146971","64675292699","PARENT","1970-11-26"
"64675292699","10969146971","OFFSPRING","1970-11-26"
"93325550487","31744245149","PARENT","1994-04-15"
"31744245149","93325550487","OFFSPRING","1994-04-15"
"19769920845","16867894969","PARENT","2015-02-02"
"16867894969","19769920845","OFFSPRING","2015-02-02"
"75311164356","69568323150","PARENT","1970-10-02"
"69568323150","75311164356","OFFSPRING","1970-10-02"
"81041355243","40119347287","SIBLING","2004-04-05"
"40119347287","81041355243","SIBLING","2004-04-05"
"68243571508","51074823863","PARENT","1978-04-26"
"51074823863","68243571508","OFFSPRING","1978-04-26"
"87474057898","85113697370","SPOUSE","2014-02-23"
"85113697370","87474057898","SPOUSE","2014-02-23"
"81729767675","30937646422","SIBLING","1993-12-09"
"30937646422","81729767675","SIBLING","1993-12-09"
"69191273419","15292535857","PARENT","1988-05-06"
"15292535857","69191273419","OFFSPRING","1988-05-06"
"30422525320","69568323150","SIBLING","1982-09-14"
"69568323150","30422525320","SIBLING","1982-09-14"
"99015504057","30422525320","PARENT","1983-06-28"
"30422525320","99015504057","OFFSPRING","1983-06-28"
"77132792314","86491215045","PARENT","1999-08-11"
"86491215045","77132792314","OFFSPRING","1999-08-11"
"36405577647","10969146971","SPOUSE","1980-04-11"
"10969146971","36405577647","SPOUSE","1980-04-11"
"86778582069","81729767675","SIBLING","2003-10-16"
"81729767675","86778582069","SIBLING","2003-10-16"
"50534322010","19952263664","SPOUSE","1972-04-09"
"19952263664","50534322010","SPOUSE","1972-04-09"
"31937916488","68457066061","SIBLING","2018-10-11"
"68457066061","31937916488","SIBLING","2018-10-11"
"33446405930","65024499608","SIBLING","1976-10-23"
"65024499608","33446405930","SIBLING","1976-10-23"
"82526933183","72309449583","PARENT","1991-12-13"
"72309449583","82526933183","OFFSPRING","1991-12-13"
"39778750260","75670892400","PARENT","2005-11-17"
"75670892400","39778750260","OFFSPRING","2005-11-17"
"21840356076","39778750260","SPOUSE","1987-06-20"
"39778750260","21840356076","SPOUSE","1987-06-20"
"93325550487","88999167612","SPOUSE","1991-06-01"
"88999167612","93325550487","SPOUSE","1991-06-01"
"74538292115","81041355243","SIBLING","1996-09-22"
"81041355243","74538292115","SIBLING","1996-09-22"
"46091309461","45892798683","SPOUSE","1978-12-25"
"45892798683","46091309461","SPOUSE","1978-12-25"
"80309559746","16867894969","PARENT","1996-12-08"
"16867894969","80309559746","OFFSPRING","1996-12-08"
"16867894969","46519294740","SPOUSE","2018-04-10"
"46519294740","16867894969","SPOUSE","2018-04-10"
"42043377667","80309559746","PARENT","1984-05-26"
"80309559746","42043377667","OFFSPRING","1984-05-26"
"27829673848","77132792314","SIBLING","1976-05-02"
"77132792314","27829673848","SIBLING","1976-05-02"
"65024499608","36405577647","SPOUSE","2008-10-05"
"36405577647","65024499608","SPOUSE","2008-10-05"
"75311164356","81479111671","SPOUSE","1992-10-14"
"81479111671","75311164356","SPOUSE","1992-10-14"
"77888219035","51352605215","SPOUSE","2007-09-18"
"51352605215","77888219035","SPOUSE","2007-09-18"
"75311164356","40379122367","SPOUSE","2003-06-13"
"40379122367","75311164356","SPOUSE","2003-06-13"
"81729767675","69448536714","SPOUSE","1970-04-30"
"69448536714","81729767675","SPOUSE","1970-04-30"
"21840356076","72309449583","SPOUSE","2015-01-22"
"72309449583","21840356076","SPOUSE","2015-01-22"
"70232533224","16867894969","SPOUSE","2014-11-14"
"16867894969","70232533224","SPOUSE","2014-11-14"
"77132792314","31937916488","SPOUSE","2005-10-23"
"31937916488","77132792314","SPOUSE","2005-10-23"
"19652613981","65024499608","SIBLING","2005-11-01"
"65024499608","19652613981","SIBLING","2005-11-01"
"33553765741","31744245149","SPOUSE","1985-12-25"
"31744245149","33553765741","SPOUSE","1985-12-25"
"67245716854","87118262521","SPOUSE","1993-11-23"
"87118262521","67245716854","SPOUSE","1993-11-23"
"42043377667","89099625554","SIBLING","1973-03-02"
"89099625554","42043377667","SIBLING","1973-03-02"
"75670892400","19769920845","SPOUSE","1990-03-13"
"19769920845","75670892400","SPOUSE","1990-03-13"
"15292535857","68457066061","SIBLING","2019-04-19"
"68457066061","15292535857","SIBLING","2019-04-19"
"75899312417","16867894969","SPOUSE","1998-06-25"
"16867894969","75899312417","SPOUSE","1998-06-25"
"16867894969","81041355243","SIBLING","1975-11-19"
"81041355243","16867894969","SIBLING","1975-11-19"
"19769920845","46730468386","SIBLING","2018-06-14"
"46730468386","19769920845","SIBLING","2018-06-14"
"21840356076","33553765741","PARENT","1972-02-29"
"33553765741","21840356076","OFFSPRING","1972-02-29"
"27829673848","46730468386","SIBLING","2000-08-25"
"46730468386","27829673848","SIBLING","2000-08-25"
"36191272611","87179915573","SIBLING","2002-05-01"
"87179915573","36191272611","SIBLING","2002-05-01"
"97321613111","69191273419","PARENT","1981-08-10"
"69191273419","97321613111","OFFSPRING","1981-08-10"
"95975015130","81041355243","SPOUSE","1976-07-30"
"81041355243","95975015130","SPOUSE","1976-07-30"
"42043377667","70232533224","PARENT","1999-06-28"
"70232533224","42043377667","OFFSPRING","1999-06-28"
"15003722057","81729767675","SPOUSE","2013-02-03"
"81729767675","15003722057","SPOUSE","2013-02-03"
"70232533224","68243571508","SPOUSE","1984-12-18"
"68243571508","70232533224","SPOUSE","1984-12-18"
"89501156330","21840356076","SPOUSE","1998-01-19"
"21840356076","89501156330","SPOUSE","1998-01-19"
"42167291116","77888219035","PARENT","2001-06-11"
"77888219035","42167291116","OFFSPRING","2001-06-11"
"19769920845","74538292115","SPOUSE","2003-07-06"
"74538292115","19769920845","SPOUSE","2003-07-06"
"40119347287","39778750260","SPOUSE","1997-06-26"
"39778750260","40119347287","SPOUSE","1997-06-26"
"33471662463","82526933183","PARENT","1971-07-10"
"82526933183","33471662463","OFFSPRING","1971-07-10"
"51352605215","19081257821","SPOUSE","1972-08-14"
"19081257821","51352605215","SPOUSE","1972-08-14"
"15292535857","93395191107","PARENT","1998-02-02"
"93395191107","15292535857","OFFSPRING","1998-02-02"
"19952263664","33553765741","SIBLING","1970-12-02"
"33553765741","19952263664","SIBLING","1970-12-02"
"87118262521","84320556439","SIBLING","1978-07-07"
"84320556439","87118262521","SIBLING","1978-07-07"
"72309449583","30422525320","SPOUSE","2018-05-10"
"30422525320","72309449583","SPOUSE","2018-05-10"
"70232533224","45892798683","SIBLING","2008-08-05"
"45892798683","70232533224","SIBLING","2008-08-05"
"46730468386","70232533224","SPOUSE","1977-09-11"
"70232533224","46730468386","SPOUSE","1977-09-11"
"70232533224","86778582069","SIBLING","1978-08-25"
"86778582069","70232533224","SIBLING","1978-08-25"
"75311164356","51352605215","SIBLING","2002-08-05"
"51352605215","75311164356","SIBLING","2002-08-05"
"46519294740","45892798683","SIBLING","1994-12-05"
"45892798683","46519294740","SIBLING","1994-12-05"
"81041355243","82526933183","SPOUSE","1981-08-09"
"82526933183","81041355243","SPOUSE","1981-08-09"
"10969146971","46519294740","SIBLING","2014-11-10"
"46519294740","10969146971","SIBLING","2014-11-10"
"82526933183","90792622874","SPOUSE","1984-09-14"
"90792622874","82526933183","SPOUSE","1984-09-14"
"27829673848","56564771843","SPOUSE","1984-03-12"
"56564771843","27829673848","SPOUSE","1984-03-12"
"61082455547","46091309461","PARENT","1978-06-27"
"46091309461","61082455547","OFFSPRING","1978-06-27"
"97321613111","51074823863","SPOUSE","2011-04-29"
"51074823863","97321613111","SPOUSE","2011-04-29"
"19081257821","16867894969","PARENT","1972-10-16"
"16867894969","19081257821","OFFSPRING","1972-10-16"
"76468328120","69191273419","SPOUSE","1983-11-01"
"69191273419","76468328120","SPOUSE","1983-11-01"
"42167291116","36763226184","SPOUSE","2007-09-01"
"36763226184","42167291116","SPOUSE","2007-09-01"
"51481148599","51352605215","PARENT","2004-06-04"
"51352605215","51481148599","OFFSPRING","2004-06-04"
"39778750260","46519294740","SPOUSE","2004-03-28"
"46519294740","39778750260","SPOUSE","2004-03-28"
"90857258083","97224291214","PARENT","1981-03-30"
"97224291214","90857258083","OFFSPRING","1981-03-30"
"67245716854","67320326336","PARENT","2008-01-06"
"67320326336","67245716854","OFFSPRING","2008-01-06"
"48070356279","86491215045","SIBLING","1970-03-01"
"86491215045","48070356279","SIBLING","1970-03-01"
"62682190910","90792622874","PARENT","1970-08-07"
"90792622874","62682190910","OFFSPRING","1970-08-07"
"56564771843","55059926183","SIBLING","1990-03-24"
"55059926183","56564771843","SIBLING","1990-03-24"
"57074933189","88999167612","SIBLING","1970-01-15"
"88999167612","57074933189","SIBLING","1970-01-15"
"58814184889","69448536714","SIBLING","1972-08-30"
"69448536714","58814184889","SIBLING","1972-08-30"
"15292535857","33471662463","SIBLING","1978-05-19"
"33471662463","15292535857","SIBLING","1978-05-19"
"33471662463","61082455547","PARENT","1984-02-15"
"61082455547","33471662463","OFFSPRING","1984-02-15"
"90208511396","51352605215","SPOUSE","2002-03-26"
"51352605215","90208511396","SPOUSE","2002-03-26"
"81041355243","85113697370","SIBLING","1970-02-17"
"85113697370","81041355243","SIBLING","1970-02-17"
"90792622874","31937916488","SPOUSE","1977-04-08"
"31937916488","90792622874","SPOUSE","1977-04-08"
"93395191107","84320556439","PARENT","1999-08-22"
"84320556439","93395191107","OFFSPRING","1999-08-22"
"46730468386","60998193625","SIBLING","2012-05-08"
"60998193625","46730468386","SIBLING","2012-05-08"
"97321613111","19081257821","SIBLING","2012-05-19"
"19081257821","97321613111","SIBLING","2012-05-19"
"15292535857","62682190910","PARENT","2004-05-27"
"62682190910","15292535857","OFFSPRING","2004-05-27"
"68457066061","70232533224","SIBLING","2005-07-22"
"70232533224","68457066061","SIBLING","2005-07-22"
"33471662463","71477117859","PARENT","1970-11-13"
"71477117859","33471662463","OFFSPRING","1970-11-13"
"87118262521","15292535857","PARENT","1982-09-04"
"15292535857","87118262521","OFFSPRING","1982-09-04"
"81729767675","75899312417","SIBLING","2002-08-13"
"75899312417","81729767675","SIBLING","2002-08-13"
"68457066061","90857258083","PARENT","1978-10-04"
"90857258083","68457066061","OFFSPRING","1978-10-04"
"69448536714","60998193625","PARENT","1979-04-26"
"60998193625","69448536714","OFFSPRING","1979-04-26"
"68457066061","16867894969","SPOUSE","2006-09-18"
"16867894969","68457066061","SPOUSE","2006-09-18"
"57074933189","33553765741","SPOUSE","2011-02-18"
"33553765741","57074933189","SPOUSE","2011-02-18"
"21840356076","51074823863","PARENT","2001-10-02"
"51074823863","21840356076","OFFSPRING","2001-10-02"
"93325550487","36763226184","SIBLING","1984-04-13"
"36763226184","93325550487","SIBLING","1984-04-13"
"48070356279","80309559746","SPOUSE","2000-01-17"
"80309559746","48070356279","SPOUSE","2000-01-17"
"51074823863","49737196131","PARENT","1970-03-16"
"49737196131","51074823863","OFFSPRING","1970-03-16"
"93395191107","55059926183","PARENT","2016-12-09"
"55059926183","93395191107","OFFSPRING","2016-12-09"
"77888219035","76465777888","SIBLING","2019-05-13"
"76465777888","77888219035","SIBLING","2019-05-13"
"40119347287","86491215045","PARENT","1976-09-21"
"86491215045","40119347287","OFFSPRING","1976-09-21"
"58814184889","93325550487","SPOUSE","2004-11-29"
"93325550487","58814184889","SPOUSE","2004-11-29"
"21840356076","64675292699","SPOUSE","2001-02-27"
"64675292699","21840356076","SPOUSE","2001-02-27"
"68457066061","33446405930","SIBLING","1986-04-08"
"33446405930","68457066061","SIBLING","1986-04-08"
"77888219035","36405577647","PARENT","1999-12-03"
"36405577647","77888219035","OFFSPRING","1999-12-03"
"74538292115","39778750260","PARENT","2008-12-08"
"39778750260","74538292115","OFFSPRING","2008-12-08"
"51074823863","19769920845","SPOUSE","2001-06-10"
"19769920845","51074823863","SPOUSE","2001-06-10"
"36191272611","85113697370","SPOUSE","1996-11-22"
"85113697370","36191272611","SPOUSE","1996-11-22"
"86778582069","97321613111","SIBLING","1974-12-02"
"97321613111","86778582069","SIBLING","1974-12-02"
"40379122367","18536238376","PARENT","1977-04-14"
"18536238376","40379122367","OFFSPRING","1977-04-14"
"19769920845","90857258083","SIBLING","2009-07-20"
"90857258083","19769920845","SIBLING","2009-07-20"
"31744245149","87179915573","SIBLING","2013-01-23"
"87179915573","31744245149","SIBLING","2013-01-23"
"67245716854","40379122367","PARENT","1989-06-14"
"40379122367","67245716854","OFFSPRING","1989-06-14"
"75899312417","46730468386","SPOUSE","1976-01-04"
"46730468386","75899312417","SPOUSE","1976-01-04"
"42043377667","31937916488","SPOUSE","2015-02-15"
"31937916488","42043377667","SPOUSE","2015-02-15"
"90857258083","47674564865","SIBLING","1989-07-26"
"47674564865","90857258083","SIBLING","1989-07-26"
"89099625554","22319008932","SIBLING","2010-06-18"
"22319008932","89099625554","SIBLING","2010-06-18"
"67245716854","65024499608","SPOUSE","2004-01-28"
"65024499608","67245716854","SPOUSE","2004-01-28"
"46519294740","40119347287","SPOUSE","2018-05-18"
"40119347287","46519294740","SPOUSE","2018-05-18"
"99015504057","10969146971","SPOUSE","2017-01-27"
"10969146971","99015504057","SPOUSE","2017-01-27"
"55789494292","65024499608","SIBLING","1980-11-01"
"65024499608","55789494292","SIBLING","1980-11-01"
"95975015130","58814184889","SPOUSE","1972-03-23"
"58814184889","95975015130","SPOUSE","1972-03-23"
"22319008932","30937646422","SIBLING","1971-01-12"
"30937646422","22319008932","SIBLING","1971-01-12"
"50534322010","77132792314","SIBLING","1996-05-03"
"77132792314","50534322010","SIBLING","1996-05-03"
"81041355243","30422525320","PARENT","2004-09-27"
"30422525320","81041355243","OFFSPRING","2004-09-27"
"22319008932","57074933189","PARENT","1982-08-27"
"57074933189","22319008932","OFFSPRING","1982-08-27"
"55059926183","42043377667","SIBLING","2018-05-10"
"42043377667","55059926183","SIBLING","2018-05-10"
"90208511396","64675292699","SPOUSE","1971-06-18"
"64675292699","90208511396","SPOUSE","1971-06-18"
"31937916488","51074823863","SPOUSE","1989-09-19"
"51074823863","31937916488","SPOUSE","1989-09-19"
"33446405930","80309559746","PARENT","2012-03-18"
"80309559746","33446405930","OFFSPRING","2012-03-18"
"39778750260","40379122367","SPOUSE","1981-03-20"
"40379122367","39778750260","SPOUSE","1981-03-20"
"31937916488","31190689286","PARENT","1986-10-31"
"31190689286","31937916488","OFFSPRING","1986-10-31"
"81479111671","90208511396","PARENT","1989-03-02"
"90208511396","81479111671","OFFSPRING","1989-03-02"
"64675292699","15292535857","SPOUSE","2001-04-23"
"15292535857","64675292699","SPOUSE","2001-04-23"
"33553765741","93395191107","PARENT","1987-09-02"
"93395191107","33553765741","OFFSPRING","1987-09-02"
"88999167612","69568323150","SIBLING","2011-01-12"
"69568323150","88999167612","SIBLING","2011-01-12"
"72309449583","56564771843","SPOUSE","1987-11-05"
"56564771843","72309449583","SPOUSE","1987-11-05"
"16867894969","56564771843","SIBLING","2005-10-18"
"56564771843","16867894969","SIBLING","2005-10-18"
"99015504057","21840356076","SIBLING","2017-12-15"
"21840356076","99015504057","SIBLING","2017-12-15"
"31937916488","69568323150","SPOUSE","2004-05-30"
"69568323150","31937916488","SPOUSE","2004-05-30"
"30937646422","90792622874","SPOUSE","2007-03-27"
"90792622874","30937646422","SPOUSE","2007-03-27"
"69568323150","51074823863","SPOUSE","1983-01-24"
"51074823863","69568323150","SPOUSE","1983-01-24"
"56564771843","87179915573","SIBLING","1990-04-10"
"87179915573","56564771843","SIBLING","1990-04-10"
"71477117859","68457066061","PARENT","1979-03-06"
"68457066061","71477117859","OFFSPRING","1979-03-06"
"62682190910","42167291116","PARENT","2015-08-17"
"42167291116","62682190910","OFFSPRING","2015-08-17"
"46730468386","40379122367","SIBLING","2000-03-20"
"40379122367","46730468386","SIBLING","2000-03-20"
"99015504057","93395191107","SIBLING","2010-05-29"
"93395191107","99015504057","SIBLING","2010-05-29"
"62682190910","10318184959","SPOUSE","1993-05-26"
"10318184959","62682190910","SPOUSE","1993-05-26"
"30422525320","11825927551","SIBLING","1991-01-02"
"11825927551","30422525320","SIBLING","1991-01-02"
"21840356076","90208511396","SIBLING","1983-10-24"
"90208511396","21840356076","SIBLING","1983-10-24"
"88999167612","49737196131","PARENT","2012-05-19"
"49737196131","88999167612","OFFSPRING","2012-05-19"
"67245716854","36763226184","SIBLING","2019-07-18"
"36763226184","67245716854","SIBLING","2019-07-18"
"19952263664","67320326336","PARENT","1995-09-14"
"67320326336","19952263664","OFFSPRING","1995-09-14"
"36405577647","50534322010","SPOUSE","1981-09-15"
"50534322010","36405577647","SPOUSE","1981-09-15"
"15292535857","51481148599","SPOUSE","2015-07-20"
"51481148599","15292535857","SPOUSE","2015-07-20"
"42043377667","64675292699","PARENT","2000-01-01"
"64675292699","42043377667","OFFSPRING","2000-01-01"
"84320556439","82410881555","SIBLING","2008-08-11"
"82410881555","84320556439","SIBLING","2008-08-11"
"80309559746","67245716854","PARENT","1997-02-23"
"67245716854","80309559746","OFFSPRING","1997-02-23"
"27829673848","56564771843","SIBLING","2018-08-14"
"56564771843","27829673848","SIBLING","2018-08-14"
"57074933189","87179915573","SIBLING","1982-02-12"
"87179915573","57074933189","SIBLING","1982-02-12"
"86778582069","76465777888","SPOUSE","2013-11-08"
"76465777888","86778582069","SPOUSE","2013-11-08"
"89501156330","62682190910","SIBLING","2001-11-20"
"62682190910","89501156330","SIBLING","2001-11-20"
"51352605215","58814184889","SIBLING","2016-01-08"
"58814184889","51352605215","SIBLING","2016-01-08"
"81729767675","10318184959","SPOUSE","2008-12-16"
"10318184959","81729767675","SPOUSE","2008-12-16"
"81729767675","31744245149","SPOUSE","1992-04-12"
"31744245149","81729767675","SPOUSE","1992-04-12"
